Actual,RF_Predicted,LR_Predicted
267.0,283.87,283.0551529293716
205.0,263.27,279.4884016617216
55.0,58.26,187.4664175191392
195.0,278.67,288.63430329017865
49.0,41.44,202.0528038053817
88.0,150.32,193.30448260685444
125.0,272.07,231.64490590159767
45.0,38.44,203.54951399787024
84.0,121.35,182.2488953369775
129.0,109.14,221.56298916206106
76.0,77.34,16.379746131749926
213.0,90.25,158.42479869424824
90.0,148.28,211.86846464865812
128.0,106.89,154.71293509134193
169.0,170.7,267.2126782612868
173.0,158.54,256.46024247356763
393.0,480.69,225.8760540496478
103.0,252.17,250.23429201908039
89.0,117.37,177.0174208549579
62.0,137.82,135.72591929743066
608.0,251.12,287.4046131527539
342.0,300.75,279.61310205880727
175.0,365.48,289.92658167800437
72.0,94.12,228.7051799940582
175.0,205.63,182.86489018035172
62.0,69.31,217.47598615280003
21.0,25.88,100.7446835210485
344.0,176.07,244.860049091576
83.0,188.47,220.75479654888295
268.0,306.25,267.523324928432
206.0,180.66,287.1946239589488
49.0,33.24,87.34885873825442
195.0,302.93,243.84969188346076
137.0,141.8,182.78349793110465
92.0,160.0,183.8363741219964
99.0,175.97,240.43167952086696
272.0,283.26,234.2177462398522
277.0,345.17,223.3213730765856
43.0,65.61,99.71358504784075
58.0,52.79,162.6866563039639
